I_arcSum	I_inj_total	V_InjD12
2.3809047	51836.617
2.0335991	51741.961
2.3809047	51646.695
2.0335991	51554.484
2.0335991	51465.949
2.0335991	51376.801
2.0335991	51285.816
2.3809047	51198.504
2.0335991	51113.633
2.72821	51024.484
2.0335991	50935.336
2.0335991	50851.082
2.0335991	50766.211
1.6862935	50678.898
2.3809047	50594.031
2.0335991	50510.387
2.3809047	50423.688
2.0335991	50336.371
2.3809047	50250.891
2.0335991	50164.801
1.6862935	50077.488
2.0335991	49992.008
2.3809047	49907.75
1.6862935	49822.27
2.0335991	49738.016
2.3809047	49655.598
2.0335991	49573.176
2.3809047	49490.758
2.3809047	49412.004
2.3809047	49333.258
2.72821	49252.055
2.3809047	49174.531
2.3809047	49099.449
2.3809047	49018.867
1.3389881	48940.117
1.6862935	48865.035
2.0335991	48797.91
2.0335991	48736.898
2.3809047	48649.586
1.6862935	48546.363
2.3809047	48479.852
1.6862935	48431.07
1.6862935	48348.652
1.6862935	48257.664
2.3809047	48197.27
2.0335991	48137.484
2.3809047	48055.062
2.3809047	47978.758
2.0335991	47915.914
1.6862935	47843.281
1.6862935	47764.531
1.6862935	47698.016
1.6862935	47631.5
2.0335991	47555.195
-0.050233722	47483.789
3.4228208	47421.551
3.075515	47347.695
2.72821	47254.266
2.0335991	47179.188
2.72821	47137.75
2.0335991	47076.738
2.3809047	46979.637
2.72821	46903.945
2.72821	46854.562
2.72821	46783.148
2.0335991	46698.895
2.3809047	46635.438
2.3809047	46576.262
2.3809047	46504.238
2.72821	46436.5
2.72821	46377.324
2.3809047	46312.645
2.3809047	46244.902
2.3809047	46185.117
2.0335991	46124.723
2.3809047	46061.262
2.3809047	46001.477
2.72821	45944.137
2.72821	45886.188
1.6862935	45828.844
2.72821	45772.117
3.4228208	45715.387
2.0335991	45660.496
2.3809047	45607.438
2.3809047	45551.93
2.3809047	45497.652
2.72821	45447.648
2.3809047	45395.816
2.3809047	45342.145
2.3809047	45293.984
2.0335991	45245.203
2.72821	45193.984
2.3809047	45145.82
2.72821	45099.492
2.72821	45051.941
2.3809047	45004.996
2.3809047	44960.504
2.3809047	44916.008
2.3809047	44870.293
2.72821	44825.797
2.72821	44783.141
2.72821	44739.867
2.72821	44695.984
2.72821	44654.555
2.72821	44613.117
2.3809047	44571.68
2.3809047	44530.855
2.3809047	44490.645
2.72821	44451.043
2.72821	44412.668
2.72821	44374.898
2.72821	44337.75
2.3809047	44301.82
2.3809047	44265.891
2.3809047	44230.574
2.3809047	44195.254
2.72821	44161.16
2.72821	44127.676
2.72821	44094.195
2.3809047	44060.707
2.3809047	44027.84
2.3809047	43995.578
2.0335991	43963.93
2.3809047	43932.285
2.72821	43901.246
2.3809047	43870.211
2.72821	43839.785
2.72821	43809.363
2.3809047	43778.324
2.3809047	43747.902
2.3809047	43717.477
2.3809047	43687.051
2.72821	43657.242
2.72821	43627.426
3.075515	43597.617
2.72821	43567.801
2.3809047	43537.988
2.3809047	43507.562
2.3809047	43477.75
2.72821	43447.938
2.72821	43417.516
2.3809047	43387.09
2.72821	43357.277
2.3809047	43327.465
2.3809047	43297.039
2.0335991	43266.617
2.0335991	43236.801
2.3809047	43206.379
2.3809047	43176.562
2.72821	43146.75
2.72821	43116.938
2.3809047	43087.125
2.3809047	43057.312
2.3809047	43028.109
2.3809047	42999.523
2.3809047	42970.32
2.72821	42941.121
2.72821	42911.918
2.72821	42883.332
2.3809047	42854.129
2.3809047	42824.93
2.0335991	42796.34
2.0335991	42767.75
2.3809047	42738.551
2.3809047	42709.348
2.3809047	42680.148
2.3809047	42650.332
2.3809047	42620.523
2.3809047	42590.707
2.0335991	42560.285
2.0335991	42529.859
2.3809047	42499.434
2.3809047	42468.402
2.3809047	42437.363
2.3809047	42406.328
2.3809047	42374.68
2.0335991	42343.645
2.3809047	42313.219
2.0335991	42282.184
2.0335991	42250.535
2.3809047	42219.5
2.3809047	42188.465
2.3809047	42156.816
2.3809047	42125.168
2.3809047	42094.133
2.3809047	42063.098
2.0335991	42032.059
2.0335991	42001.023
2.0335991	41969.988
2.3809047	41938.953
2.3809047	41908.531
2.3809047	41878.102
2.3809047	41847.68
2.3809047	41817.867
2.0335991	41788.055
2.0335991	41758.852
2.0335991	41729.652
2.0335991	41700.449
2.3809047	41671.25
2.3809047	41642.047
2.3809047	41613.461
2.3809047	41584.871
2.3809047	41555.668
2.0335991	41527.082
2.0335991	41498.488
2.3809047	41469.902
2.0335991	41441.312
2.3809047	41412.723
2.3809047	41384.133
2.3809047	41355.547
2.0335991	41326.957
2.0335991	41298.367
1.6862935	41269.777
2.0335991	41241.188
2.0335991	41211.988
2.3809047	41183.398
2.3809047	41154.199
2.3809047	41124.996
2.3809047	41095.797
2.3809047	41065.984
2.0335991	41036.168
2.0335991	41006.359
2.0335991	40976.543
2.0335991	40946.734
2.3809047	40916.305
2.3809047	40886.496
2.3809047	40856.68
2.0335991	40826.867
2.0335991	40797.055
2.0335991	40767.242
1.6862935	40736.82
2.0335991	40706.395
2.3809047	40675.969
2.3809047	40645.543
2.3809047	40614.508
2.0335991	40584.082
2.3809047	40553.66
2.0335991	40522.621
2.72821	40492.199
0.64437717	40461.164
0.64437717	40428.289
2.0335991	40400.926
2.3809047	40388.852
2.72821	40361.488
2.0335991	40302.922
2.0335991	40263.324
2.3809047	40259.199
1.3389881	40235.508
2.0335991	40186.117
2.0335991	40156.305
2.3809047	40141.789
2.0335991	40108.914
2.3809047	40069.926
2.3809047	40044.395
2.0335991	40018.254
2.0335991	39983.547
1.6862935	39954.957
2.0335991	39930.648
-0.050233722	39899.004
0.99168259	39869.191
2.0335991	39846.719
2.0335991	39813.238
1.6862935	39764.457
1.6862935	39736.484
2.3809047	39734.195
2.0335991	39711.113
2.3809047	39658.664
1.6862935	39623.961
2.3809047	39613.113
2.3809047	39583.91
2.3809047	39538.805
2.3809047	39509.602
2.3809047	39489.578
2.0335991	39457.316
2.0335991	39422.613
2.3809047	39397.691
2.3809047	39371.551
1.3389881	39338.066
2.0335991	39308.867
2.0335991	39285.172
2.3809047	39255.359
2.3809047	39223.102
2.72821	39198.789
2.3809047	39175.098
2.0335991	39142.836
2.3809047	39112.414
2.72821	39089.328
2.3809047	39060.738
2.72821	39027.258
2.3809047	39001.113
2.3809047	38974.973
2.3809047	38942.711
2.3809047	38913.512
2.72821	38887.98
2.72821	38858.168
2.72821	38827.129
2.3809047	38799.152
2.0335991	38770.566
2.3809047	38739.527
2.3809047	38710.328
2.3809047	38682.348
2.72821	38652.539
2.72821	38622.723
2.72821	38594.746
2.72821	38565.543
2.3809047	38535.734
2.3809047	38507.141
2.3809047	38477.332
2.72821	38446.906
2.72821	38417.094
2.72821	38387.281
2.72821	38356.855
2.3809047	38327.043
2.3809047	38297.84
2.3809047	38268.641
2.3809047	38239.438
2.72821	38210.238
2.72821	38181.039
2.72821	38151.836
2.72821	38123.25
2.3809047	38095.27
2.3809047	38067.293
2.3809047	38039.926
2.3809047	38013.176
3.075515	37986.418
2.72821	37959.664
2.72821	37933.52
2.3809047	37907.379
2.0335991	37881.852
2.3809047	37856.32
2.3809047	37831.402
2.3809047	37806.48
2.72821	37782.176
2.72821	37757.867
2.72821	37733.559
2.3809047	37709.863
1.6862935	37686.168
2.3809047	37663.086
2.72821	37640
2.72821	37618.141
3.075515	37596.891
2.72821	37576.258
2.72821	37556.84
2.3809047	37537.43
2.3809047	37518.625
2.72821	37501.66
2.3809047	37485.918
2.72821	37470.172
2.3809047	37455.656
2.0335991	37442.969
2.0335991	37430.898
2.0335991	37419.434
2.3809047	37409.199
2.3809047	37400.184
2.3809047	37391.168
2.3809047	37382.766
2.3809047	37373.754
2.0335991	37364.129
2.0335991	37354.5
2.0335991	37344.266
2.0335991	37332.801
2.3809047	37320.117
2.3809047	37306.82
2.0335991	37292.914
2.0335991	37278.391
1.6862935	37262.648
2.0335991	37245.684
1.6862935	37228.105
2.0335991	37209.305
2.0335991	37189.277
2.0335991	37168.031
2.0335991	37145.555
2.0335991	37122.473
1.6862935	37098.777
1.6862935	37073.859
1.6862935	37047.719
2.0335991	37021.574
2.0335991	36994.211
2.0335991	36966.844
2.0335991	36938.867
2.0335991	36910.887
1.6862935	36882.301
1.6862935	36853.098
1.3389881	36823.898
1.6862935	36795.305
1.6862935	36767.328
2.0335991	36739.965
2.0335991	36712.598
2.0335991	36685.234
2.3809047	36658.477
2.0335991	36631.727
1.3389881	36604.355
4.4647369	36576.383
0.29707184	36547.789
0.64437717	36517.98
2.0335991	36486.945
1.6862935	36455.906
1.6862935	36422.426
2.0335991	36387.715
2.0335991	36354.848
2.0335991	36321.973
1.6862935	36286.047
1.6862935	36250.727
1.6862935	36217.242
2.0335991	36181.312
2.0335991	36142.938
2.3809047	36107.621
2.3809047	36071.688
2.0335991	36033.312
2.3809047	35996.77
2.0335991	35961.453
1.6862935	35923.688
1.6862935	35885.312
2.0335991	35848.766
2.0335991	35811.004
2.0335991	35771.406
2.0335991	35733.637
2.0335991	35696.488
2.0335991	35657.496
2.0335991	35619.734
2.0335991	35583.188
1.6862935	35546.039
2.0335991	35508.27
2.72821	35471.73
2.3809047	35435.191
2.72821	35396.812
2.72821	35359.66
2.0335991	35322.504
2.0335991	35285.965
1.6862935	35251.258
1.6862935	35214.105
2.0335991	35176.949
2.0335991	35142.855
1.6862935	35105.699
3.7701261	35066.715
2.72821	35030.785
0.64437717	35000.969
2.3809047	34982.781
2.3809047	34948.688
2.3809047	34885.844
2.3809047	34843.793
2.3809047	34836.004
2.3809047	34807.414
2.3809047	34752.52
1.6862935	34719.652
1.6862935	34703.293
2.0335991	34667.367
2.3809047	34625.316
2.0335991	34598.566
2.3809047	34569.973
2.3809047	34532.82
2.0335991	34504.23
2.0335991	34479.926
2.0335991	34448.277
2.3809047	34417.852
3.4228208	34396.605
3.075515	34371.684
2.0335991	34326.578
1.6862935	34292.484
2.3809047	34294.48
2.3809047	34287.914
2.0335991	34240.973
2.3809047	34205.652
2.3809047	34203.371
2.3809047	34184.57
2.72821	34145.578
2.72821	34123.109
2.72821	34110.422
2.3809047	34083.668
2.72821	34056.301
2.0335991	34038.113
2.3809047	34013.805
2.3809047	33984.605
2.72821	33962.137
2.72821	33939.66
2.3809047	33911.074
0.99168259	33884.93
3.7701261	33861.848
2.3809047	33835.703
2.72821	33807.727
2.3809047	33782.805
2.72821	33757.887
2.3809047	33729.297
2.72821	33700.711
2.3809047	33676.402
2.0335991	33649.035
2.3809047	33618.613
2.3809047	33592.469
2.72821	33566.941
2.72821	33538.348
2.3809047	33510.984
2.3809047	33485.453
2.3809047	33459.312
2.0335991	33431.949
2.3809047	33405.805
2.72821	33380.887
2.72821	33355.352
2.72821	33330.438
2.3809047	33306.738
2.3809047	33282.434
2.3809047	33258.125
2.3809047	33234.43
2.3809047	33210.734
2.3809047	33187.648
2.72821	33165.18
2.3809047	33142.707
2.72821	33120.234
2.3809047	33097.762
2.3809047	33075.289
2.0335991	33053.43
2.3809047	33031.57
2.3809047	33009.707
2.72821	32987.848
2.72821	32965.988
2.3809047	32944.129
2.3809047	32922.27
2.0335991	32900.406
2.0335991	32878.547
2.3809047	32856.074
2.3809047	32833.602
2.3809047	32810.516
2.72821	32787.434
2.3809047	32764.354
2.3809047	32741.268
2.0335991	32717.574
2.3809047	32693.266
2.0335991	32668.959
2.72821	32644.65
2.3809047	32619.732
2.3809047	32594.812
2.3809047	32569.895
2.3809047	32544.977
2.0335991	32520.057
2.0335991	32494.527
2.0335991	32468.994
2.3809047	32443.467
2.3809047	32417.934
2.3809047	32393.016
2.3809047	32367.482
2.0335991	32342.566
1.6862935	32317.646
2.0335991	32293.34
2.0335991	32269.646
2.3809047	32246.561
2.3809047	32224.09
2.3809047	32202.229
2.0335991	32181.592
2.0335991	32161.564
1.6862935	32142.154
2.0335991	32122.738
2.0335991	32103.326
2.0335991	32083.914
2.3809047	32064.498
2.0335991	32045.088
2.0335991	32025.672
2.0335991	32005.648
1.6862935	31985.01
1.6862935	31963.762
1.6862935	31941.9
1.6862935	31919.43
1.6862935	31895.732
2.0335991	31871.426
2.0335991	31845.896
2.0335991	31820.365
2.0335991	31794.836
1.6862935	31769.303
2.0335991	31744.387
1.6862935	31720.076
1.3389881	31696.994
1.6862935	31675.133
1.6862935	31654.498
1.6862935	31635.697
2.0335991	31618.117
2.0335991	31602.375
2.0335991	31588.465
2.0335991	31576.395
1.6862935	31565.543
2.0335991	31556.529
1.6862935	31548.736
1.6862935	31542.783
1.6862935	31537.439
2.0335991	31533.318
2.0335991	31531.033
2.0335991	31529.971
2.0335991	31530.133
1.6862935	31530.904
1.6862935	31532.902
1.3389881	31536.732
0.99168259	31539.955
1.3389881	31542.561
1.3389881	31548.842
1.3389881	31556.346
1.6862935	31564.457
0.99168259	31575.631
1.3389881	31589.859
2.0335991	31604.092
1.3389881	31618.322
1.6862935	31631.943
2.3809047	31642.502
1.6862935	31651.229
2.3809047	31659.957
2.3809047	31665.01
2.0335991	31665.174
2.3809047	31664.721
2.0335991	31663.049
1.6862935	31655.867
1.6862935	31643.186
2.3809047	31629.275
2.3809047	31612.922
2.0335991	31592.287
2.0335991	31570.424
2.0335991	31547.342
2.0335991	31519.975
2.0335991	31491.387
1.6862935	31462.184
2.0335991	31428.092
1.6862935	31388.488
1.6862935	31348.889
1.3389881	31306.84
0.99168259	31260.514
1.3389881	31212.35
1.6862935	31164.795
1.3389881	31113.574
0.29707184	31056.232
-0.050233722	30997.67
1.6862935	30937.27
0.99168259	30873.203
2.0335991	30809.744
1.6862935	30742.006
2.0335991	30672.434
2.0335991	30606.527
2.0335991	30540.014
1.6862935	30471.049
1.6862935	30406.369
2.3809047	30344.744
1.6862935	30283.125
2.72821	30223.336
2.3809047	30167.221
2.0335991	30111.104
1.6862935	30054.377
4.1174316	29997.65
3.4228208	29939.084
1.3389881	29892.145
2.72821	29851.932
2.72821	29780.523
2.3809047	29695.654
2.72821	29648.715
2.72821	29615.842
2.72821	29549.326
2.3809047	29476.695
2.3809047	29432.199
2.0335991	29386.484
1.6862935	29319.967
2.0335991	29261.404
2.0335991	29215.686
2.0335991	29160.793
2.0335991	29105.287
2.0335991	29062.629
1.6862935	29017.525
1.6862935	28967.523
1.3389881	28928.537
2.3809047	28889.545
2.3809047	28831.596
1.6862935	28781.594
2.0335991	28766.465
2.0335991	28747.049
2.0335991	28690.322
2.0335991	28638.486
2.0335991	28618.463
2.0335991	28589.875
2.0335991	28536.203
2.0335991	28492.322
2.3809047	28462.508
2.0335991	28420.463
2.0335991	28369.85
1.6862935	28327.805
1.3389881	28285.756
0.29707184	28233.924
2.3809047	28183.924
2.3809047	28139.428
2.3809047	28089.432
2.72821	28039.428
1.6862935	27996.16
1.6862935	27951.664
2.0335991	27904.725
1.6862935	27863.898
2.3809047	27824.299
2.3809047	27781.643
2.3809047	27740.205
2.72821	27703.053
2.0335991	27664.674
2.0335991	27625.076
2.0335991	27587.92
1.6862935	27553.217
2.3809047	27516.061
2.3809047	27478.908
2.3809047	27444.201
2.3809047	27408.885
2.0335991	27372.344
2.0335991	27336.412
1.6862935	27300.484
1.6862935	27263.33
2.0335991	27225.564
2.0335991	27188.41
2.3809047	27149.424
2.3809047	27109.209
2.0335991	27069.611
1.6862935	27029.4
1.6862935	26987.354
1.6862935	26944.695
1.6862935	26902.033
2.0335991	26858.154
2.0335991	26813.658
2.3809047	26769.166
2.3809047	26724.67
2.0335991	26679.564
2.0335991	26634.459
1.6862935	26589.967
1.6862935	26545.475
2.0335991	26501.588
2.0335991	26458.32
2.3809047	26416.271
2.3809047	26374.838
2.3809047	26334.623
2.0335991	26295.639
2.0335991	26257.26
2.0335991	26220.107
2.0335991	26184.18
2.0335991	26148.859
2.0335991	26114.768
2.3809047	26081.281
2.3809047	26048.412
2.0335991	26015.539
2.0335991	25983.281
2.0335991	25951.631
2.0335991	25919.984
2.0335991	25888.338
2.3809047	25857.299
2.3809047	25826.877
2.3809047	25797.062
2.0335991	25767.863
2.3809047	25739.271
2.0335991	25711.295
2.0335991	25683.928
2.0335991	25658.398
2.3809047	25634.701
2.0335991	25612.23
2.3809047	25591.596
2.0335991	25570.957
2.0335991	25550.934
1.6862935	25531.518
1.6862935	25511.494
2.0335991	25490.855
2.0335991	25470.832
2.3809047	25449.58
2.0335991	25428.334
2.0335991	25406.475
2.0335991	25384.002
2.0335991	25360.307
2.0335991	25335.998
2.3809047	25309.857
2.3809047	25282.49
2.0335991	25256.959
2.0335991	25233.873
2.0335991	25211.404
2.0335991	25190.156
2.0335991	25171.354
2.0335991	25153.775
2.0335991	25139.865
2.3809047	25132.689
2.3809047	25120.613
2.0335991	25108.541
2.0335991	25101.973
2.0335991	25094.184
1.6862935	25091.283
2.0335991	25096.953
2.0335991	25105.068
1.6862935	25115.627
1.3389881	25136.588
0.99168259	25175.287
1.3389881	25226.834
1.3389881	25280.824
1.3389881	25337.266
1.3389881	25399.82
1.3389881	25461.768
1.3389881	25524.326
1.6862935	25588.104
1.6862935	25645.77
1.3389881	25708.936
0.64437717	25787.398
0.64437717	25879.314
1.3389881	25970.625
2.0335991	26062.541
-0.74484456	26174.037
4.1174316	26265.955
2.3809047	26303.434
-0.050233722	26312.771
0.29707184	26291.521
-0.39753917	26213.996
-0.050233722	26088.752
-0.39753917	25934.764
-1.0921501	25759.357
-1.4394555	25571.111
-1.0921501	25374.299
-0.74484456	25167.088
0.64437717	24956.209
0.99168259	24748.385
1.6862935	24542.396
1.6862935	24341.303
1.3389881	24153.666
2.0335991	23979.486
2.0335991	23815.709
2.0335991	23663.551
2.3809047	23523.018
1.3389881	23391.051
1.6862935	23266.42
0.99168259	23149.133
1.3389881	23036.123
-0.39753917	22924.342
2.72821	22814.393
2.0335991	22705.67
1.6862935	22595.721
1.6862935	22484.549
1.6862935	22375.213
1.6862935	22267.713
1.3389881	22159.602
1.3389881	22055.768
1.6862935	21960.504
2.0335991	21865.846
2.0335991	21771.807
2.0335991	21686.936
2.0335991	21604.518
1.6862935	21517.201
2.3809047	21434.17
3.075515	21357.258
1.6862935	21277.283
3.075515	21195.475
2.3809047	21127.734
3.4228208	21069.783
2.72821	20981.244
1.6862935	20876.803
2.3809047	20811.51
2.0335991	20763.959
2.3809047	20682.76
3.7701261	20593.611
-2.1340663	20531.99
0.29707184	20469.143
4.4647369	20386.111
1.3389881	20303.689
2.0335991	20232.893
2.72821	20157.811
2.0335991	20071.109
3.075515	19987.463
4.4647369	19903.82
3.7701261	19804.273
2.0335991	19705.334
2.3809047	19621.08
2.3809047	19537.434
2.72821	19489.271
4.1174316	19507.783
4.1174316	19529.969
4.1174316	19521.564
4.8120427	19551.701
4.1174316	19646.682
3.075515	19714.742
2.3809047	19730.811
0.99168259	19746.875
-0.39753917	19742.756
-0.74484456	19680.52
-0.39753917	19565.68
-0.050233722	19415.969
1.3389881	19228.334
0.99168259	19020.51
0.64437717	18804.125
0.64437717	18565.719
0.29707184	18328.531
-2.1340663	18115.205
3.7701261	17900.65
1.6862935	17674.479
1.6862935	17451.973
0.64437717	17222.742
-1.0921501	16996.566
-1.4394555	16789.969
-1.4394555	16591.936
-0.74484456	16404.908
0.99168259	16246.638
2.3809047	16108.548
1.3389881	15979.026
2.3809047	15862.347
1.6862935	15759.13
2.0335991	15661.415
2.0335991	15568.597
1.6862935	15483.731
2.3809047	15403.144
2.3809047	15324.396
2.3809047	15248.091
2.72821	15176.071
2.72821	15108.329
2.3809047	15039.368
2.3809047	14972.239
2.3809047	14910.007
2.3809047	14847.771
2.3809047	14783.704
2.72821	14722.696
3.075515	14662.907
2.72821	14600.675
2.3809047	14539.05
2.3809047	14480.487
2.3809047	14420.087
2.3809047	14358.466
2.3809047	14298.065
2.72821	14238.28
2.72821	14177.272
2.72821	14118.095
2.3809047	14060.146
2.3809047	14000.356
2.0335991	13940.571
2.3809047	13883.841
2.3809047	13825.278
2.3809047	13763.653
2.72821	13703.257
2.3809047	13644.69
2.72821	13583.683
2.3809047	13522.062
2.3809047	13460.437
2.3809047	13397.593
2.0335991	13334.134
2.3809047	13271.901
2.3809047	13207.218
2.72821	13138.257
2.72821	13068.681
2.72821	12999.108
3.7701261	12928.925
3.7701261	12880.147
2.3809047	12890.099
0.29707184	12908.61
0.29707184	12832.31
0.29707184	12713.796
-0.050233722	12616.085
0.64437717	12451.692
-0.050233722	12169.853
0.29707184	11827.454
1.3389881	11466.087
0.29707184	11094.325
1.3389881	10702.372
2.0335991	10318.987
0.64437717	9968.6318
1.6862935	9602.376
2.0335991	9149.251
-0.050233722	8546.2588
0.29707184	7880.8682
2.3809047	7276.042
0.99168259	6727.4932
2.0335991	6233.3838
2.0335991	5814.5205
1.6862935	5474.563
2.0335991	5203.1235
1.6862935	4968.3833
2.0335991	4758.1157
2.0335991	4585.1587
2.72821	4442.7915
2.72821	4312.6587
2.72821	4192.311
2.72821	4086.647
2.3809047	3991.3774
2.3809047	3900.3931
2.3809047	3813.6899
2.0335991	3731.272
2.3809047	3651.9087
2.72821	3574.9946
2.3809047	3500.5298
2.72821	3427.2837
2.72821	3355.2642
2.3809047	3285.686
2.0335991	3217.9478
2.3809047	3152.0415
2.3809047	3087.9751
2.3809047	3026.3501
2.3809047	2965.9517
2.72821	2907.3853
2.72821	2850.6587
2.72821	2795.7681
2.3809047	2742.0962
2.3809047	2689.6509
2.3809047	2639.0376
2.0335991	2589.6509
2.3809047	2542.0964
2.3809047	2495.7683
2.72821	2451.2722
2.72821	2408.0027
2.72821	2365.9558
2.72821	2325.1316
2.3809047	2285.5339
2.3809047	2247.155
2.3809047	2210.0027
2.3809047	2173.4597
2.3809047	2138.1433
2.72821	2103.4363
2.72821	2069.3425
2.72821	2036.4675
2.3809047	2004.2097
2.3809047	1972.5652
2.3809047	1942.1394
2.0335991	1912.3269
2.3809047	1883.1238
2.3809047	1855.1472
2.3809047	1827.78
2.72821	1801.0261
2.72821	1774.2682
2.3809047	1748.7408
2.3809047	1723.8229
2.3809047	1698.901
2.0335991	1674.5963
2.3809047	1650.8971
2.3809047	1627.2018
2.72821	1604.1158
2.72821	1581.6471
2.72821	1559.1744
2.72821	1537.3151
2.3809047	1515.4557
2.0335991	1494.2057
2.3809047	1472.9596
2.0335991	1452.319
2.3809047	1431.6823
2.72821	1411.0416
2.72821	1391.0182
2.72821	1371.6041
2.3809047	1352.194
2.3809047	1332.7799
2.3809047	1313.9791
2.0335991	1295.1783
2.3809047	1276.3737
2.3809047	1258.1863
2.3809047	1239.9949
2.3809047	1222.4167
2.72821	1204.8347
2.3809047	1187.2566
2.72821	1170.2878
2.3809047	1153.323
2.3809047	1136.3582
2.3809047	1120.0027
3.075515	1101.8152
2.0335991	1086.6824
2.0335991	1087.4558
2.72821	1077.8269
2.72821	1034.5574
2.72821	1003.5182
2.72821	1012.8581
2.3809047	1010.5729
2.3809047	974.63934
2.3809047	956.45184
2.3809047	961.50653
2.3809047	946.37762
2.3809047	920.23309
2.72821	912.44403
2.3809047	903.42841
2.72821	882.79169
3.075515	869.49481
3.4228208	862.92841
1.3389881	850.24481
2.72821	836.33466
2.3809047	816.9245
2.0335991	792.00262
3.075515	789.71747
2.72821	801.49872
2.72821	784.53387
2.72821	749.82684
2.3809047	743.87372
2.3809047	749.54169
2.3809047	729.51434
2.3809047	705.20966
2.3809047	702.92059
3.075515	699.41278
2.3809047	680.60809
2.72821	668.53778
2.0335991	665.02606
2.3809047	652.95575
2.3809047	637.20966
2.72821	630.03387
2.72821	622.85809
2.72821	609.56122
2.72821	598.10028
3.075515	590.30731
3.075515	581.90497
2.72821	570.44012
2.72821	560.20575
2.3809047	552.41278
2.72821	542.17841
2.72821	531.33075
2.72821	523.53778
2.72821	513.30341
2.72821	502.45184
2.72821	494.66272
2.72821	486.25647
2.3809047	476.02209
2.72821	467.00647
2.72821	459.21741
2.3809047	449.59241
2.72821	439.9635
3.075515	432.17444
3.075515	423.76819
3.075515	414.14319
3.075515	406.35022
2.3809047	398.56116
2.3809047	389.54553
2.3809047	381.75647
2.72821	373.9635
2.72821	364.95178
2.72821	356.54944
3.075515	348.75647
2.72821	340.96741
2.72821	333.17444
2.72821	325.38538
2.3809047	318.20569
2.3809047	310.41663
2.3809047	302.62366
2.72821	295.44788
3.075515	287.65881
3.075515	279.86584
3.075515	272.69006
2.72821	265.51038
2.72821	257.72131
2.72821	250.54163
2.3809047	243.36584
2.3809047	236.18616
2.72821	229.01038
2.72821	221.83459
2.72821	214.65491
3.075515	207.47913
2.72821	200.90881
2.72821	193.73303
2.3809047	186.55334
2.3809047	179.98694
2.3809047	174.02991
2.72821	167.4635
2.72821	160.89319
2.72821	154.32678
2.72821	147.76038
2.72821	141.80334
2.72821	135.85022
2.0335991	129.27991
2.3809047	123.32678
2.72821	116.75647
2.3809047	110.80334
2.72821	104.23303
3.075515	98.279907
3.075515	92.326782
2.72821	86.369751
2.72821	80.416626
2.3809047	74.459595
2.3809047	68.50647
2.72821	62.549438
2.3809047	56.596313
2.72821	50.639282
2.72821	44.686157
2.72821	38.729126
2.72821	33.385376
2.3809047	28.041626
2.3809047	22.69397
2.3809047	17.35022
2.3809047	12.002563
2.72821	6.6588135
2.72821	1.3111572
3.075515	-4.0325928
2.72821	-9.380249
2.3809047	-14.723999
2.0335991	-20.067749
2.72821	-25.415405
2.0335991	-30.759155
2.3809047	-36.106812
2.72821	-41.450562
2.72821	-46.798218
2.72821	-51.528687
2.72821	-56.263062
2.72821	-61.606812
2.72821	-66.950562
2.3809047	-71.684937
2.3809047	-76.415405
2.3809047	-81.14978
2.72821	-85.880249
2.72821	-90.614624
2.72821	-95.345093
2.72821	-100.07947
2.72821	-104.80994
2.72821	-109.54431
2.3809047	-114.27478
2.3809047	-119.00525
2.3809047	-123.12634
2.72821	-127.85681
2.3809047	-132.59119
2.72821	-136.70837
2.72821	-140.82947
4.4647369	-144.94666
2.3809047	-149.68103
3.7701261	-154.4115
2.72821	-159.14197
2.3809047	-163.26306
2.3809047	-169.21619
2.72821	-173.95056
3.075515	-176.23572
2.72821	-180.35681
2.72821	-185.70056
2.72821	-187.98962
2.0335991	-190.27478
2.3809047	-195.61853
2.3809047	-200.35291
2.3809047	-203.86072
2.3809047	-208.59509
2.3809047	-213.32556
2.72821	-216.224
2.3809047	-219.11853
2.3809047	-223.23962
2.3809047	-226.13416
2.3809047	-229.03259
2.0335991	-233.14978
2.3809047	-237.26697
2.3809047	-240.16541
2.0335991	-244.28259
3.075515	-248.40369
3.075515	-251.29822
3.075515	-254.19666
2.3809047	-257.70447
2.3809047	-261.21619
2.3809047	-262.27478
2.3809047	-265.16931
2.72821	-270.51697
2.3809047	-272.18884
2.72821	-274.47791
2.3809047	-281.65369
2.3809047	-285.77478
2.3809047	-286.224
2.0335991	-290.34509
2.3809047	-295.07556
2.3809047	-295.52869
2.0335991	-297.81384
2.72821	-304.38025
2.72821	-308.50134
2.3809047	-310.17322
2.3809047	-300.22791
3.075515	-296.39587
2.3809047	-323.76306
2.3809047	-345.00916
2.0335991	-326.49744
2.0335991	-314.71228
2.72821	-337.18103
2.72821	-346.80994
3.075515	-333.18884
2.3809047	-333.64197
2.3809047	-346.93494
2.0335991	-349.83337
2.0335991	-348.44666
2.0335991	-353.79431
2.0335991	-357.9115
3.075515	-358.36072
3.7701261	-360.0365
2.0335991	-361.09509
2.3809047	-365.82947
2.0335991	-385.23962
2.3809047	-391.19666
2.3809047	-367.7865
2.0335991	-360.2865
2.0335991	-387.04041
2.3809047	-396.05603
2.3809047	-379.37634
2.3809047	-382.27087
2.72821	-399.85291
3.075515	-400.30212
2.3809047	-394.02478
2.72821	-399.97791
2.0335991	-405.32556
2.3809047	-402.71619
2.3809047	-404.39197
2.3809047	-409.73572
2.0335991	-410.79431
4.4647369	-410.63416
