I_arcSum,I_inj_total,OTor3,PlasmaRogA,V_InjD12
26.6301,-4.3438225,-0.050233722,1561.7767,0
26.407024,-1.907486,-0.39753917,1561.9382,0
26.183949,-3.0194473,-0.39753917,1562.0997,0
26.407024,-3.6967506,-0.050233722,1562.2612,0
26.185627,-1.2817192,-0.050233722,1562.4227,0
25.962551,-1.723938,0.29707184,1562.5842,0
25.518078,0.69818497,0.29707184,1562.134,0
25.29668,-1.7461548,0.29707184,1562.2957,0
24.853888,-1.760807,-0.050233722,1562.4572,0
24.409416,-1.7754631,-0.050233722,1562.6187,0
23.072639,-4.0131378,-0.39753917,1562.7802,0
23.070961,0.17603683,-0.39753917,1562.9417,0
23.072639,-1.3705902,-0.050233722,1563.1031,0
23.074318,0.16802216,-0.050233722,1563.2646,0
22.629847,-2.504303,0.29707184,1562.8146,0
22.629847,-2.7398453,0.29707184,1562.9761,0
22.408451,-0.76657486,0.29707184,1563.1376,0
22.408451,-2.5482788,-0.050233722,1563.2991,0
22.408451,0.094745636,-0.050233722,1563.4606,0
22.183695,-2.3425064,-0.050233722,1563.6221,0
22.40509,-0.79681015,-0.39753917,1563.7836,0
23.074318,0.75601196,-0.050233722,1563.9452,0
23.075998,-0.14217377,-0.050233722,1564.1067,0
22.406773,1.6031151,0.29707184,1564.2682,0
21.958941,0.4982605,0.29707184,1564.4297,0
22.180336,4.2598839,-0.050233722,1564.5912,0
21.735863,1.3737717,-0.39753917,1564.7527,0
21.293072,0.69646835,-0.39753917,1564.3025,0
20.850277,1.3444557,-0.39753917,1564.4641,0
20.850277,1.3368912,-0.050233722,1564.6256,0
21.29475,5.312294,0.29707184,1564.7871,0
21.073353,2.4332962,0.29707184,1564.9486,0
20.851957,3.0883789,0.29707184,1565.1101,0
20.407486,2.1973038,0.29707184,1565.2716,0
20.186089,2.4106216,-0.050233722,1565.4331,0
20.187767,3.2723808,-0.050233722,1565.5947,0
19.966372,0.38627625,-0.39753917,1565.7562,0
19.743296,3.0292892,-0.050233722,1565.9177,0
19.741615,1.4826775,-0.050233722,1566.0792,0
19.739937,2.5866241,0.29707184,1566.2407,0
19.295464,2.5790634,0.29707184,1565.7905,0
18.629595,1.2320099,-0.050233722,1565.952,0
18.629595,4.9794273,-0.39753917,1566.1135,0
18.406517,2.9839554,-0.74484456,1566.2751,0
18.185122,4.3016815,-1.0921501,1566.4366,0
17.962048,2.7479591,-0.39753917,1565.9865,0
17.73897,3.1821671,0.29707184,1564.3129,0
17.294497,4.9345551,0.29707184,1566.9213,0
17.517574,5.5967445,0.29707184,1568.9178,0
17.517574,8.2326508,-0.050233722,1564.1857,0
17.517574,4.9047699,0.29707184,1562.5121,0
17.073101,5.1110077,-0.39753917,1568.7908,0
16.850025,5.3314362,-0.050233722,1568.9523,0
16.626949,4.8750153,-0.39753917,1563.6084,0
16.626949,7.7388992,-0.050233722,1564.9933,0
16.403873,4.8527985,-0.050233722,1569.4369,0
16.626949,6.1634216,-0.050233722,1567.7632,0
16.626949,3.2773209,-0.050233722,1564.8662,0
16.848345,3.0488739,0.29707184,1566.8628,0
17.512537,2.58535,-0.050233722,1568.8595,0
16.846666,3.9030838,-0.050233722,1565.9624,0
13.077885,7.8642731,-0.39753917,1564.9005,0
11.303352,6.7523117,-0.050233722,1567.5089,0
12.410336,7.3931961,-0.050233722,1567.0587,0
13.076206,6.9438782,0.29707184,1564.7734,0
11.967544,6.7012329,0.29707184,1565.5466,0
11.081957,9.7789001,0.29707184,1566.9316,0
10.416087,10.213112,0.29707184,1565.8698,0
10.637484,14.851151,-0.050233722,1565.4196,0
10.637484,13.518311,-0.39753917,1566.8044,0
9.3057451,13.731644,-0.050233722,1566.9659,0
9.5271416,11.287292,-0.050233722,1565.9041,0
12.851452,11.286842,-0.050233722,1566.0656,0
15.070456,13.267204,0.29707184,1566.8389,0
13.742075,10.616188,0.29707184,1566.3887,0
12.854811,10.380646,-0.050233722,1566.5502,0
13.963472,6.8389816,-0.050233722,1567.3235,0
15.293533,9.0686493,-0.39753917,1567.485,0
15.293531,10.17971,-0.39753917,1567.0348,0
14.629341,7.5073776,0.29707184,1566.5846,0
13.963472,9.2526703,-0.050233722,1566.7461,0
14.631021,7.9198303,0.29707184,1566.2959,0
15.075495,9.9001923,0.29707184,1565.8458,0
15.075493,8.7882309,-0.050233722,1566.0073,0
13.742077,9.2224426,-0.050233722,1566.1688,0
13.742075,11.858345,-0.39753917,1565.7186,0
13.742075,11.629921,-0.050233722,1565.8801,0
13.520678,15.156448,-0.050233722,1566.0416,0
13.076206,9.598465,-0.050233722,1566.2031,0
13.076206,7.8025436,0.29707184,1565.7531,0
12.85481,8.0229874,-0.050233722,1565.9146,0
12.85313,8.692276,0.29707184,1566.076,0
12.406979,10.679741,-0.050233722,1566.2375,0
11.962507,8.2567062,-0.39753917,1566.399,0
11.964186,7.8002853,-0.39753917,1566.5605,0
12.85313,4.4795151,-0.39753917,1566.722,0
12.85313,4.0372925,-0.050233722,1566.8837,0
12.85313,4.6994934,0.29707184,1567.0452,0
12.85313,4.0363922,-0.050233722,1567.2067,0
12.85313,6.9073944,0.29707184,1567.3682,0
13.074526,4.2563629,-0.050233722,1567.5297,0
