I_arcSum,I_inj_total,OTor3,PlasmaRogA,V_InjD12
4.861022,-9.8354721,-0.050233722,1626.0183,0
3.7490013,-6.31604,0.29707184,1623.1213,0
2.4155841,-6.0956192,-0.050233722,1624.5062,0
1.7497151,-2.5548706,0.29707184,1627.1146,0
2.1941876,-1.2371445,-0.050233722,1624.8293,0
2.4155843,-0.5891571,-0.050233722,1623.7673,0
1.971112,2.9302673,-0.39753917,1625.764,0
2.1941879,2.0462799,-0.39753917,1625.9255,0
1.7480366,3.3569183,-0.050233722,1624.252,0
0.63097864,0.90547943,-0.050233722,1624.4136,0
-0.7057966,0.89081573,0.29707184,1625.7985,0
-0.48104191,3.0991592,-0.050233722,1625.3483,0
0.63097888,1.1107788,0.29707184,1624.2864,0
2.1857927,1.0961227,-0.050233722,1625.0596,0
2.6285861,-4.2196655,-0.39753917,1625.2212,0
2.1841137,-5.5525055,-0.39753917,1624.1593,0
1.9627168,-7.0991287,-0.39753917,1624.3208,0
2.1857924,-7.3204575,-0.050233722,1625.0941,0
2.6302648,-5.3400879,-0.050233722,1625.2557,0
3.0747366,-8.8817368,-0.050233722,1624.8054,0
3.0747371,-9.1172867,-0.050233722,1625.5787,0
3.2994916,-11.996281,-0.050233722,1625.7402,0
3.5208881,-11.775856,-0.050233722,1625.9019,0
3.5208883,-11.562527,-0.39753917,1626.0635,0
3.5208883,-12.232731,-0.050233722,1626.8367,0
3.9653604,-9.5897179,-0.050233722,1626.9983,0
3.9653604,-12.910484,-0.050233722,1626.5481,0
3.9653606,-12.476284,0.29707184,1626.7096,0
4.1867571,-14.030006,0.29707184,1626.8712,0
4.1867571,-14.03756,-0.050233722,1627.0328,0
4.1867571,-11.615425,-0.050233722,1627.1943,0
4.1867571,-13.831791,-0.050233722,1627.356,0
4.1850777,-11.851425,-0.39753917,1627.5175,0
4.1850777,-14.288662,-0.050233722,1627.6791,0
4.1850777,-14.075336,-0.050233722,1627.8407,0
4.1850777,-14.303768,0.29707184,1628.0022,0
4.1850777,-14.311329,-0.050233722,1628.1638,0
4.1850777,-11.226555,-0.050233722,1628.3254,0
4.1850777,-14.326439,-0.050233722,1627.8751,0
4.1850777,-13.450481,-0.39753917,1628.0367,0
4.1850777,-15.225079,-0.050233722,1628.1984,0
4.1850777,-15.232647,-0.39753917,1628.3599,0
4.1850777,-13.031384,-0.050233722,1628.5215,0
4.1850777,-14.58511,-0.050233722,1628.6831,0
4.1850777,-12.162971,0.29707184,1628.8446,0
4.1850777,-15.041985,0.29707184,1629.0062,0
3.9636812,-14.828659,-0.050233722,1629.1677,0
3.9636812,-15.498856,-0.050233722,1629.3293,0
4.1850777,-15.506424,-0.050233722,1629.491,0
4.4064746,-12.421642,-0.39753917,1629.6525,0
4.4064746,-14.189144,-0.050233722,1629.8141,0
4.1850777,-12.871407,0.29707184,1629.9757,0
3.9636812,-14.646004,0.29707184,1630.1372,0
3.9636812,-15.544189,0.64437717,1630.2988,0
3.9636812,-13.114952,0.29707184,1630.4604,0
3.9636812,-13.785164,-0.050233722,1630.6219,0
3.7422845,-10.921265,-0.050233722,1630.7836,0
3.9636812,-14.690895,-0.39753917,1630.9451,0
3.7422845,-14.035812,-0.050233722,1631.1067,0
3.5208879,-14.926888,-0.050233722,1631.2683,0
3.2994914,-14.713566,0.29707184,1631.4298,0
3.2994914,-12.519417,0.29707184,1631.5914,0
3.2994914,-14.735786,-0.050233722,1631.7531,0
3.2994909,-12.976288,-0.050233722,1631.9146,0
3.0780945,-13.411404,-0.050233722,1632.0762,0
2.8550191,-14.309582,-0.050233722,1632.2378,0
2.1874709,-15.656631,-0.39753917,1631.7875,0
2.4088674,-16.554806,-0.050233722,1631.9491,0
2.6319435,-12.358528,-0.050233722,1632.1107,0
3.0747371,-15.237526,0.29707184,1632.2722,0
3.0747371,-15.25219,-0.050233722,1632.4338,0
2.4088678,-15.915291,-0.050233722,1632.5953,0
2.1874714,-15.92284,-0.050233722,1632.757,0
2.4088678,-14.391342,-0.39753917,1632.9186,0
2.6302648,-15.724178,-0.39753917,1633.0801,0
2.8516612,-14.192677,-0.39753917,1632.6299,0
3.0747366,-17.071671,-0.050233722,1632.7915,0
3.7422848,-15.077103,-0.050233722,1632.953,0
3.5208883,-14.856682,0.29707184,1633.1146,0
3.2978125,-14.864235,-0.050233722,1633.2762,0
2.8550191,-12.228325,-0.050233722,1633.4377,0
2.6336222,-12.898525,-0.39753917,1633.5994,0
2.4088671,-11.822975,-0.39753917,1633.1492,0
1.5182432,-12.058517,-0.050233722,1633.3107,0
0.18650493,-8.7457581,-0.050233722,1633.4723,0
-0.70076066,-5.6609879,0.29707184,1633.022,0
-0.92215717,-4.5641327,0.29707184,1633.1836,0
-0.92383611,1.178299,0.29707184,1633.3452,0
-0.47936344,-0.37542725,-0.050233722,1632.8949,0
-0.25628754,0.49344635,-0.050233722,1633.0565,0
-0.92215669,-0.62561798,-0.050233722,1633.2181,0
-1.1452322,0.69921112,-0.050233722,1632.7678,0
-1.1469109,3.1284409,-0.050233722,1632.9294,0
-0.25628689,0.92628479,-0.050233722,1633.0911,0
0.85573387,1.3675919,0.29707184,1633.2526,0
2.1874723,-3.057579,0.29707184,1633.4142,0
3.0747375,-4.6113052,-0.050233722,1632.9639,0
3.0747375,-5.9441452,-0.050233722,1633.1255,0
3.0764165,-8.6093674,-0.050233722,1633.2871,0
2.6319437,-6.849884,-0.39753917,1633.4486,0
2.6302648,-9.9426651,-0.050233722,1633.6102,0
3.2961335,-9.2804756,-0.050233722,1633.7719,0
3.7406058,-11.938595,-0.050233722,1633.9333,0
3.9636812,-12.608799,0.29707184,1634.095,0
3.9636812,-11.070183,0.29707184,1634.2566,0
3.7422845,-12.844784,-0.050233722,1634.4181,0
3.7422845,-10.643532,-0.050233722,1634.5797,0
3.5208879,-13.743416,-0.39753917,1634.7413,0
3.7422845,-14.641609,-0.050233722,1634.291,0
3.9653604,-16.202427,-0.050233722,1634.4526,0
3.9653604,-16.209988,0.29707184,1634.6141,0
3.7439637,-12.455463,0.29707184,1634.1639,0
3.5225668,-15.113586,-0.050233722,1634.3256,0
3.5225673,-13.574986,0.29707184,1634.4871,0
3.5225673,-15.79134,-0.050233722,1634.6487,0
3.5225673,-14.908283,-0.050233722,1634.8103,0
3.7439637,-13.811424,-0.39753917,1634.9718,0
3.7439637,-14.702507,-0.050233722,1635.1334,0
3.9653606,-11.838608,-0.050233722,1635.295,0
3.9653606,-14.047874,0.29707184,1635.4565,0
3.7422848,-12.943924,-0.050233722,1635.0063,0
3.7422848,-14.276764,0.29707184,1634.556,0
3.9636812,-14.954079,-0.050233722,1634.7177,0
4.1850777,-12.090172,-0.050233722,1634.2675,0
3.9636812,-14.306534,-0.39753917,1634.429,0
3.9636812,-12.547047,-0.050233722,1634.5906,0
3.9636812,-15.874916,-0.050233722,1634.7522,0
4.1867571,-15.882473,-0.050233722,1634.9137,0
4.4081535,-16.559776,-0.050233722,1635.0753,0
4.4064751,-15.455826,0.29707184,1635.2369,0
4.4064751,-12.150173,0.29707184,1634.7866,0
4.4064751,-13.247932,-0.050233722,1634.9482,0
4.4064751,-13.262585,-0.39753917,1635.1099,0
3.9620028,-21.271561,-0.050233722,1635.2714,0
3.5192094,-22.618607,-0.050233722,1634.8212,0
3.7406061,-17.745472,-0.050233722,1634.9827,0
3.7406061,-17.745934,0.29707184,1634.5325,0
3.7406061,-17.105053,0.29707184,1634.6941,0
3.9636817,-20.653809,0.29707184,1634.8556,0
3.7422848,-18.659229,-0.050233722,1634.4054,0
3.2994916,-19.550301,-0.39753917,1634.567,0
3.2994916,-19.77874,-0.39753917,1634.7285,0
3.078095,-18.254341,-0.39753917,1634.8901,0
3.078095,-19.800957,-0.050233722,1634.4399,0
3.5225673,-12.027973,0.29707184,1634.6014,0
3.9653604,-12.683968,0.29707184,1634.7631,0
3.7439637,-15.363411,-0.050233722,1634.9247,0
3.7439637,-15.598942,-0.050233722,1635.0862,0
3.2994916,-14.93676,-0.050233722,1635.2478,0
2.6319435,-11.851978,-0.39753917,1635.4093,0
2.6336226,-15.400726,-0.39753917,1634.9591,0
3.0780947,-14.966522,-0.050233722,1635.1207,0
2.856698,-16.29937,0.29707184,1635.2822,0
3.0780947,-16.306915,0.29707184,1635.4438,0
2.856698,-13.663906,-0.050233722,1634.9937,0
2.856698,-15.438507,0.29707184,1635.1552,0
2.6353016,-13.237259,-0.050233722,1635.3168,0
2.856698,-15.895378,-0.39753917,1635.4784,0
2.4122262,-16.79356,-0.39753917,1635.6399,0
2.6353016,-16.352257,-0.39753917,1635.8015,0
2.412226,-15.697166,-0.050233722,1635.963,0
1.7446778,-12.626606,-0.050233722,1636.1246,0
1.9694326,-13.745667,0.29707184,1636.2863,0
2.63866,-10.219139,0.29707184,1636.4478,0
2.63866,-10.226681,-0.050233722,1636.6094,0
2.1925085,-9.3578186,-0.050233722,1636.1592,0
1.7480363,-6.2730484,-0.39753917,1636.3207,0
1.5249608,-6.9503479,-0.39753917,1636.4823,0
1.3035641,-3.2029419,-0.39753917,1636.6439,0
1.5266396,-4.0869064,0.29707184,1636.8054,0
1.5266396,-2.7691879,0.29707184,1636.967,0
1.7497151,-4.1020279,-0.050233722,1637.1287,0
2.4155841,-3.6536102,0.29707184,1637.2902,0
1.9694326,-2.7776489,-0.39753917,1637.4518,0
1.5216022,-6.9819336,-0.050233722,1637.0015,0
1.3002055,-6.9894867,-0.050233722,1637.1631,0
1.9677535,-9.861393,-0.050233722,1637.3247,0
2.190829,-10.973366,-0.050233722,1637.4862,0
2.190829,-10.532043,0.29707184,1637.6478,0
2.190829,-11.42313,-0.050233722,1637.8094,0
2.4122257,-9.0009995,0.64437717,1637.9709,0
2.4122257,-12.542645,-0.050233722,1638.1326,0
2.6336222,-11.217808,-0.050233722,1638.2942,0
2.4122257,-13.434174,-0.050233722,1637.8439,0
2.1891501,-13.662624,-0.74484456,1636.782,0
1.9677535,-11.682247,-0.050233722,1637.5552,0
1.9660747,-13.015079,-0.39753917,1637.7168,0
1.744678,-11.704453,0.29707184,1636.0432,0
2.1891506,-14.58345,0.64437717,1637.4281,0
2.8566988,-13.479507,-0.050233722,1639.4248,0
2.8550196,-14.370594,-0.050233722,1635.916,0
2.4105475,-15.268776,-0.39753917,1636.0775,0
2.6319442,-12.183994,-0.39753917,1640.5211,0
2.4105475,-14.842129,-0.050233722,1638.8475,0
2.6319442,-13.303513,-0.050233722,1635.9504,0
2.8550196,-15.740757,-0.050233722,1637.9471,0
3.0764163,-15.74831,0.29707184,1639.9438,0
3.2994919,-14.872349,-0.050233722,1638.2701,0
3.5208883,-14.431049,-0.050233722,1637.2083,0
3.2978129,-12.008911,-0.050233722,1639.2048,0
2.8516614,-16.220303,-0.39753917,1639.9781,0
2.4071889,-16.234959,0.29707184,1638.3046,0
2.6302643,-17.788685,-0.050233722,1639.0778,0
2.8533401,-15.801201,0.29707184,1640.4628,0
3.2961335,-10.279644,-0.050233722,1640.0126,0
2.8533401,-12.061348,-0.050233722,1639.5623,0
2.1891499,-10.750721,-0.050233722,1640.3356,0
2.1891499,-13.187969,2.3809047,1639.8854,0
2.6319437,-13.202621,-2.1340663,1639.4351,0
2.8533404,-13.879929,-0.050233722,1638.9849,0
2.4105468,-13.224838,-0.39753917,1640.9814,0
2.1891501,-9.9191933,-0.050233722,1637.4727,0
2.856698,-11.907578,-0.050233722,1632.7405,0
3.078095,-9.6992111,0.29707184,1639.0192,0
2.6336222,-13.689735,-0.050233722,1641.0159,0
2.4122257,-16.354958,-0.050233722,1632.0017,0
2.8550191,-14.58836,-0.050233722,1633.3866,0
3.7406058,-14.367935,-0.39753917,1642.1122,0
3.5192089,-11.724915,-0.050233722,1638.6034,0
3.0764158,-14.596825,0.29707184,1633.2594,0
2.6336222,-13.713753,0.29707184,1638.3147,0
3.0764158,-15.267475,-0.050233722,1643.37,0
3.2994909,-15.275032,-0.050233722,1641.0846,0
3.2994909,-12.632027,-0.050233722,1639.411,0
3.0780945,-14.627499,-0.39753917,1643.2428,0
3.2994909,-12.868008,0.29707184,1646.463,0
3.0780945,-16.195877,0.29707184,1644.7894,0
2.8566978,-15.982559,0.29707184,1644.3391,0
2.8566978,-15.32748,0.29707184,1647.5593,0
3.2994914,-15.335026,0.29707184,1649.556,0
3.0780945,-12.029373,-0.050233722,1647.8823,0
3.0780945,-15.129257,-0.39753917,1648.6556,0
2.8566978,-14.032417,-0.050233722,1652.4875,0
3.0780945,-16.027897,-0.050233722,1653.2607,0
2.8566978,-15.814571,0.29707184,1651.5872,0
3.0780945,-13.834209,0.29707184,1653.5839,0
2.8566978,-15.395023,0.29707184,1656.1921,0
3.0780945,-12.082275,0.29707184,1655.1302,0
2.8550191,-16.293652,-0.050233722,1654.6799,0
2.8550191,-16.522095,-0.050233722,1657.2883,0
2.4122257,-17.862045,-0.050233722,1657.45,0
2.4122257,-16.772293,-0.050233722,1655.7762,0
1.9677534,-11.706684,-0.050233722,1657.1613,0
1.0788085,-12.383987,0.29707184,1659.158,0
0.63433647,-9.7480888,0.29707184,1658.0959,0
0.85573316,-10.411175,0.29707184,1657.6458,0
0.63433647,-8.8725739,-0.050233722,1659.0308,0
0.41293976,-7.3339691,-0.050233722,1659.1923,0
0.41293976,-7.3486252,-0.050233722,1658.1304,0
0.85573316,-2.4897079,-0.050233722,1658.9036,0
0.41126093,-4.4851913,-0.050233722,1659.6769,0
0.18986422,-2.9394836,-0.050233722,1658.615,0
0.18986422,-6.03936,0.29707184,1658.1647,0
0.85573316,-7.5859795,0.29707184,1658.938,0
1.9660747,-6.4820328,0.29707184,1659.0996,0
2.1891503,-8.4704094,-0.050233722,1658.0376,0
2.1891503,-7.6015396,-0.050233722,1657.5874,0
2.1891503,-11.805832,-0.050233722,1657.749,0
2.4105468,-11.585419,-0.050233722,1657.2987,0
2.1891501,-12.469383,0.29707184,1656.8485,0
1.9694324,-12.918709,0.29707184,1657.0101,0
2.1925077,-10.496578,0.29707184,1657.1716,0
2.4139047,-13.596462,0.29707184,1656.7214,0
2.6353014,-11.829865,-0.050233722,1656.2711,0
2.4139047,-14.267113,-0.050233722,1656.4327,0
2.1925077,-14.716438,-0.050233722,1655.9825,0
2.4139047,-14.510216,-0.050233722,1654.9205,0
1.9694324,-16.071037,0.64437717,1654.4703,0
2.1925082,-13.428017,0.29707184,1654.0201,0
2.4139049,-16.969673,0.29707184,1653.5698,0
2.4122262,-16.093704,0.29707184,1652.5079,0
2.1891506,-17.42654,-0.050233722,1652.0577,0
2.4105473,-17.434101,-0.050233722,1651.6074,0
3.5192099,-16.793213,-0.050233722,1650.5455,0
11.516356,-19.458447,0.29707184,1650.0952,0
37.071007,-16.81543,0.29707184,1649.645,0
79.961754,-17.699409,0.29707184,1649.1948,0
127.51527,-16.816338,0.29707184,1648.1328,0
172.61664,-15.933266,-0.050233722,1647.6826,0
214.82471,-16.168812,-0.050233722,1647.2324,0
258.3696,-12.200508,-0.050233722,1646.7821,0
302.582,-15.079521,-0.39753917,1646.3319,0
346.79276,-13.982666,-0.050233722,1645.8817,0
389.67004,-15.536392,-0.050233722,1645.4314,0
430.32672,-13.100056,0.29707184,1644.3695,0
455.65155,-10.449936,0.64437717,1643.9193,0
445.64001,-9.7806511,0.29707184,1643.469,0
402.06995,-7.8002739,-0.050233722,1642.4071,0
352.51041,-11.569916,-0.050233722,1641.3451,0
319.85095,-12.468082,-0.050233722,1640.8949,0
308.30139,-12.240559,0.29707184,1640.4447,0
306.0824,-12.248123,0.29707184,1639.3827,0
302.75305,-8.9424667,0.29707184,1638.3208,0
295.86627,-12.049454,0.29707184,1637.8706,0
289.19916,-10.510838,0.29707184,1636.8086,0
284.97748,-12.948093,-0.050233722,1635.7467,0
288.97775,-12.513885,-0.050233722,1635.2965,0
309.86627,-13.860931,-0.050233722,1634.2345,0
346.31134,-14.538231,-0.050233722,1633.1726,0
383.63864,-10.121078,-0.050233722,1632.1107,0
406.51804,-11.446815,0.29707184,1631.6604,0
408.73367,-11.240593,0.29707184,1630.5985,0
390.05911,-12.345436,0.29707184,1629.5365,0
352.27393,-11.683254,0.29707184,1629.0863,0
303.38702,-9.9237709,-0.050233722,1628.6361,0
260.72604,-12.809872,-0.050233722,1627.5741,0
235.39279,-5.727932,-0.050233722,1626.5122,0
225.84082,-4.6168823,-0.050233722,1625.4503,0
221.40785,-5.7359467,-0.050233722,1624.3883,0
214.30472,-9.9544373,0.29707184,1623.3264,0
205.86308,-9.961998,0.29707184,1622.2645,0
198.75488,-5.9866028,-0.050233722,1621.2025,0
193.64764,-8.2029724,-0.050233722,1620.7523,0
198.32048,-8.4456177,-0.39753917,1619.6903,0
221.88086,-11.773472,-0.050233722,1618.6284,0
260.10046,-10.448647,-0.050233722,1618.1782,0
292.09741,-7.7985344,0.29707184,1617.1162,0
304.98715,-12.686775,0.64437717,1616.0543,0
296.7619,-14.2547,0.29707184,1614.9924,0
268.97311,-14.910683,0.29707184,1613.9304,0
224.52251,-10.486427,-0.050233722,1613.4802,0
174.96971,-11.826366,-0.050233722,1613.03,0
137.42775,-11.406368,-0.050233722,1611.968,0
121.44859,-6.3336639,-0.050233722,1610.9061,0
116.79422,-4.5741692,0.29707184,1609.8442,0
111.46222,-1.0547485,0.29707184,1609.3939,0
103.01892,-2.1667099,0.29707184,1608.9437,0
95.244858,-0.62809753,0.29707184,1608.4934,0
88.361404,0.026992798,-0.050233722,1608.0432,0
87.033028,1.5655975,-0.39753917,1607.593,0
100.59364,3.7526398,-0.050233722,1606.531,0
133.92908,1.5362854,-0.050233722,1605.4691,0
174.59915,3.0819778,-0.050233722,1604.4072,0
213.966,0.21718597,-0.050233722,1603.9569,0
264.55887,-2.8827057,-0.050233722,1602.895,0
339.54254,-11.547215,0.29707184,1602.4448,0
427.99805,-26.446106,-0.050233722,1601.9945,0
520.30463,-35.808769,-0.050233722,1601.5443,0
628.66766,-44.459072,-0.050233722,1601.094,0
773.99908,-41.331699,-0.050233722,1600.6438,0
957.84875,-41.752605,-0.050233722,1600.1936,0
1164.4186,-44.866695,0.29707184,1599.7433,0
1383.4806,-45.330219,0.29707184,1599.2931,0
1614.146,-46.427975,-0.050233722,1598.8429,0
1846.3761,-43.549881,0.29707184,1597.7809,0
2058.0869,-46.870644,-0.050233722,1597.3307,0
2245.6799,-39.539425,-0.050233722,1596.8805,0
2430.9651,-27.078232,-0.050233722,1596.4302,0
2625.1064,-16.847157,-0.050233722,1595.98,0
2810.9988,-10.869621,-0.050233722,1595.5298,0
2967.2859,-18.436836,0.29707184,1595.0795,0
3089.0854,-18.907459,0.29707184,1594.6293,0
3178.8608,-17.782207,0.29707184,1594.7908,0
3239.7202,-16.229385,-0.050233722,1594.3406,0
3283.6497,-18.474167,-0.050233722,1593.8904,0
3325.0984,-22.493069,-0.050233722,1594.0519,0
3377.176,-20.078045,-0.050233722,1593.6017,0
3453.3723,-21.845543,0.29707184,1593.7633,0
3570.6909,-20.299839,0.29707184,1593.313,0
3728.0173,-23.841488,0.29707184,1592.8628,0
3913.6484,-24.946346,0.29707184,1592.4126,0
4118.7344,-22.51001,0.29707184,1591.9623,0
4344.603,-25.837879,0.29707184,1591.5121,0
4604.1353,-25.189899,-0.050233722,1591.0619,0
4902.4609,-28.503571,-0.050233722,1591.2234,0
5226.7148,-28.048054,-0.39753917,1590.7732,0
5559.5757,-35.159302,0.29707184,1590.9347,0
5883.4863,-42.947399,0.29707184,1590.4845,0
6180.0723,-40.739044,0.29707184,1590.0343,0
6430.1455,-35.823303,-0.050233722,1590.1958,0
6620.5869,-30.280436,-0.050233722,1590.3574,0
6766.6348,-34.933586,-0.050233722,1590.519,0
6904.2793,-34.257191,-0.050233722,1590.6805,0
7049.1064,-25.358496,0.29707184,1590.8422,0
7188.2207,-23.349718,0.29707184,1590.392,0
7308.7051,-25.152731,0.64437717,1590.5535,0
7409.8848,-29.371231,0.29707184,1590.7151,0
7495.7622,-18.028645,-0.050233722,1590.8766,0
7571.6777,-7.9900303,-0.39753917,1590.4264,0
7643.8467,-8.2042675,-0.74484456,1590.588,0
7714.9072,-16.676311,1.3389881,1590.7495,0
7798.877,-21.122787,-0.74484456,1590.9111,0
7894.2222,-12.922251,0.29707184,1591.0728,0
7975.8003,-14.027109,0.64437717,1591.8459,0
8027.1519,-20.931683,0.29707184,1591.3958,0
8051.1895,-26.489662,-0.050233722,1589.7222,0
8052.3779,-24.267101,-0.050233722,1590.4954,0
8036.709,-18.496248,-0.39753917,1593.1038,0
8018.834,-22.472557,-0.050233722,1592.6536,0
8017.1924,-24.054688,-0.39753917,1589.1447,0
8031.3408,-28.059402,-0.050233722,1591.1414,0
8047.2715,-25.38798,-0.050233722,1594.3615,0
8057.208,-20.272665,0.29707184,1592.0762,0
8064.9453,-19.382492,0.29707184,1589.1792,0
8071.8281,-17.850986,-0.050233722,1592.3993,0
8079.6191,-20.722893,-0.050233722,1593.7843,0
8096.9653,-17.616812,-0.39753917,1590.8873,0
8133.417,-15.828913,-0.050233722,1590.437,0
8184.5332,-13.171698,-0.050233722,1593.0454,0
8235.874,-10.977551,0.29707184,1592.5952,0
8268.5615,-11.640646,0.29707184,1590.9215,0
8279.043,-6.5466375,0.29707184,1592.3065,0
8271.7627,-13.66499,-0.050233722,1593.6914,0
8245.8232,-19.914024,-0.39753917,1592.0178,0
8202.1133,-17.919449,-0.050233722,1591.5676,0
8161.5039,-13.260103,-0.050233722,1592.9525,0
8139.9951,-11.073055,-0.050233722,1592.5023,0
8130.9414,-14.187146,-0.050233722,1591.4404,0
8122.1318,-12.876521,0.29707184,1592.2137,0
8110.8838,-16.425268,0.29707184,1592.9868,0
8095.8613,-16.211945,0.29707184,1592.5366,0
8079.0566,-16.661263,-0.050233722,1592.6982,0
8062.6929,-18.656748,-0.39753917,1593.4716,0
8054.3237,-7.7772312,-0.050233722,1593.6332,0
8065.9482,-4.4218607,-0.050233722,1593.183,0
8098.457,-9.5380783,-0.050233722,1593.9561,0
8126.9688,-15.523619,0.29707184,1594.1177,0
8129.4917,-13.963703,0.29707184,1593.6675,0
8108.0127,-13.315722,0.29707184,1593.8291,0
8069.8604,-16.422707,-0.050233722,1593.9907,0
8016.8174,-11.763359,-0.39753917,1593.5405,0
7959.0996,-14.856143,-0.050233722,1593.7019,0
7914.2656,-14.642817,-0.050233722,1593.8635,0
7891.21,-11.978498,-0.050233722,1594.0251,0
7883.0522,-12.648697,0.29707184,1594.1868,0
7875.79,-13.553981,0.29707184,1594.3484,0
7862.0781,-14.651735,0.29707184,1594.5098,0
7843.9067,-12.89935,0.29707184,1594.0596,21.896095
7830.1719,-17.117846,-0.050233722,1594.2212,21.865795
7829.5542,-13.327814,-0.050233722,1594.3828,21.835495
7849.168,-10.663497,-0.050233722,1594.5444,21.25428
7889.0044,-14.682417,-0.050233722,1594.7061,20.12215
7936.1772,-9.3746328,0.29707184,1594.8674,18.990021
7970.4644,-10.914148,0.29707184,1594.4172,17.857893
7981.853,-20.276819,0.29707184,1594.5789,15.348478
7970.5601,-28.962641,0.29707184,1594.7405,12.563604
7937.6938,-20.954573,-0.050233722,1594.9021,11.431477
7891.2676,-23.185141,-0.050233722,1595.0635,12.227548
7852.8721,-28.073376,-0.050233722,1595.2251,13.84999
7840.0918,4.8153744,-0.050233722,1595.3867,16.298803
7839.5259,20.839067,0.29707184,1595.5483,17.921249
7831.3584,7.0445776,0.29707184,1595.71,17.064575
7817.6265,-0.51553726,0.29707184,1595.8716,16.207905
7806.1406,4.5855742,-0.050233722,1596.033,16.177605
7797.5464,11.21864,-0.050233722,1596.1946,16.422762
7792.709,15.464638,-0.050233722,1596.3562,16.943377
7801.1963,20.145287,-0.050233722,1596.5178,17.739449
7833.0342,9.9204016,-0.050233722,1596.6794,17.984604
7883.7656,15.449068,-0.050233722,1596.8408,16.852472
7930.4814,21.212816,0.29707184,1597.0024,15.444887
7951.5957,-8.8124943,-0.050233722,1597.1641,12.935472
7956.7051,-27.523174,0.29707184,1597.3257,11.252429
7951.6216,-16.394365,-0.050233722,1597.4873,12.599414
7928.1016,-4.8380003,-0.050233722,1597.6489,14.497314
7894.5615,-13.267431,-0.050233722,1597.8103,15.568844
7872.1313,-18.597431,-0.050233722,1597.9719,15.263085
7870.605,-15.063794,-0.050233722,1598.1335,15.783699
7881.5322,-13.518084,0.29707184,1598.2952,17.681599
7892.4502,-8.8729382,-0.050233722,1598.4568,17.375843
7896.4692,-13.305212,0.29707184,1598.6183,15.417342
7898.2544,-13.305668,-0.050233722,1598.7797,14.560669
7905.3667,-12.408397,-0.050233722,1598.9413,15.632198
7917.5947,-11.304445,-0.050233722,1599.1029,15.601898
7942.2783,-12.893678,-0.050233722,1599.2645,13.918854
7986.7427,-22.676804,-0.39753917,1599.4261,11.960353
8043.1948,-22.028816,-0.050233722,1599.5875,11.103681
8090.7349,-20.682682,0.29707184,1599.7491,11.348838
8115.8203,-17.576603,0.29707184,1599.299,9.9412518
8119.791,-14.477625,0.29707184,1599.4606,6.605464
8108.6616,-17.377935,-0.050233722,1599.6222,4.3715067
8087.3232,-20.734215,-0.050233722,1599.7838,5.718493
8065.3135,-24.724724,-0.050233722,1599.9452,8.1673079
8051.2969,-21.411968,-0.39753917,1600.1068,6.4842629
8048.8262,-22.516825,-0.050233722,1600.2684,2.8730175
8055.8926,-21.39867,0.29707184,1600.4301,1.1899744
8064.502,-17.637051,0.29707184,1600.5917,2.2615032
8067.1133,-20.102703,0.29707184,1600.7531,3.8839467
8069.0674,-20.580431,-0.050233722,1600.9147,4.404561
8076.5913,-27.677479,0.29707184,1601.0763,4.9251766
8093.6807,-32.572815,-0.39753917,1601.2379,6.2721629
8124.7666,-32.801254,-0.39753917,1601.3995,7.8946052
8172.5132,-23.261227,-0.39753917,1601.5612,7.5888467
8226.0537,-18.630287,0.29707184,1601.1107,5.079432
8269.8232,-23.525627,0.29707184,1601.2723,4.4982176
8295.5898,-22.229206,0.29707184,1601.434,6.6715755
8293.1309,-20.455511,-0.050233722,1601.5956,4.9885316
8268.4463,-3.4679067e-07,-0.050233722,1601.7572,2.080744e-06
8245.3447,33.358925,-0.050233722,1601.9186,11.263448
8227.3887,46.233467,-0.050233722,1602.0802,28.58695
8214.7568,41.516396,-0.050233722,1602.2418,28.556646
8214.5508,30.187107,-0.050233722,1602.4034,20.538088
8224.126,31.305262,-0.050233722,1602.5651,18.028675
8231.2627,32.886486,0.29707184,1602.7267,19.651119
8231.4902,33.769554,0.29707184,1602.8881,20.998102
8230.3691,32.415405,-0.050233722,1603.0497,21.243261
8236.3604,31.987394,-0.050233722,1603.2113,20.386591
8263.9189,33.312225,-0.39753917,1603.3729,22.009033
8315.71,11.737198,-0.39753917,1603.5345,25.559668
8369.2686,-25.655304,-0.050233722,1603.6959,13.133801
8412.8154,-42.983887,0.29707184,1603.8575,-5.6275907
8446.8193,-29.396982,0.29707184,1604.0192,-7.3106337
8465.7119,-13.187916,0.29707184,1604.1808,1.4736961
8462.1484,-7.4241667,0.29707184,1604.3424,6.1261697
8440.583,-8.7854137,0.29707184,1604.504,4.7185836
8411.0303,-17.207745,-0.050233722,1604.6654,3.8619123
8377.4873,-16.531353,-0.050233722,1604.827,5.7598114
8345.2812,-16.546009,-0.050233722,1604.9886,8.2086258
8322.4043,-15.449162,0.29707184,1605.1503,7.6274109
8306.624,-7.669076,0.29707184,1605.3119,4.8425398
8296.6055,-3.6297569,0.29707184,1605.4735,3.4349539
8293.4658,-6.3233948,0.29707184,1605.6349,6.1592255
8287.459,-18.785496,-0.050233722,1605.7965,9.434412
8279.0332,-12.544474,-0.050233722,1605.9581,7.7513695
8285.4932,-8.0918016,-0.39753917,1606.1198,4.4155803
8309.3018,-18.117117,-0.050233722,1606.2814,4.1098218
